Date,Location,Team,Opponent,At Bats,Singles,Doubles,Triples,Home Runs,Total Bases
2014-06-28,PNC Park,New York Mets,Pittsburgh Pirates,36,6,3,0,0,12
2014-06-28,Oriole Park at Camden Yards,Baltimore Orioles,Tampa Bay Rays,34,5,1,0,2,15
2014-06-28,Oriole Park at Camden Yards,Tampa Bay Rays,Baltimore Orioles,36,5,1,1,3,22
2014-06-28,Globe Life Park in Arlington,Texas Rangers,Minnesota Twins,32,9,2,0,0,13
2014-06-28,Globe Life Park in Arlington,Minnesota Twins,Texas Rangers,31,4,0,0,0,4
2014-06-28,Minute Maid Park,Houston Astros,Detroit Tigers,34,7,0,0,1,11
2014-06-28,Minute Maid Park,Detroit Tigers,Houston Astros,36,7,2,0,1,15
2014-06-28,Marlins Park,Miami Marlins,Oakland Athletics,54,12,2,0,0,16
2014-06-28,Marlins Park,Oakland Athletics,Miami Marlins,54,12,3,0,0,18
2014-06-28,Miller Park,Milwaukee Brewers,Colorado Rockies,34,9,2,1,1,20
2014-06-28,Miller Park,Colorado Rockies,Milwaukee Brewers,33,8,2,0,0,12
2014-06-28,Dodger Stadium,Los Angeles Dodgers,St. Louis Cardinals,38,10,5,0,0,20
2014-06-28,Dodger Stadium,St. Louis Cardinals,Los Angeles Dodgers,30,2,1,0,1,8
2014-06-28,Yankee Stadium,New York Yankees,Boston Red Sox,30,5,0,0,0,5
2014-06-28,Yankee Stadium,Boston Red Sox,New York Yankees,32,3,2,0,2,15
2014-06-28,AT&T Park,San Francisco Giants,Cincinnati Reds,39,7,2,0,0,11
2014-06-28,AT&T Park,Cincinnati Reds,San Francisco Giants,40,8,2,1,1,19
2014-06-28,Petco Park,San Diego Padres,Arizona Diamondbacks,30,4,1,0,0,6
2014-06-28,Petco Park,Arizona Diamondbacks,San Diego Padres,31,3,0,1,1,10
2014-06-28,Safeco Field,Seattle Mariners,Cleveland Indians,28,1,0,0,0,1
2014-06-28,Safeco Field,Cleveland Indians,Seattle Mariners,31,3,3,0,1,13
2014-06-29,Rogers Centre,Toronto Blue Jays,Chicago White Sox,30,3,1,0,0,5
2014-06-29,Rogers Centre,Chicago White Sox,Toronto Blue Jays,33,4,3,0,1,14
2014-06-29,Marlins Park,Miami Marlins,Oakland Athletics,30,4,0,1,1,11
2014-06-29,Marlins Park,Oakland Athletics,Miami Marlins,33,7,0,0,1,11
2014-06-29,PNC Park,Pittsburgh Pirates,New York Mets,31,4,3,0,1,14
2014-06-29,PNC Park,New York Mets,Pittsburgh Pirates,39,10,3,0,0,16
2014-06-29,Oriole Park at Camden Yards,Baltimore Orioles,Tampa Bay Rays,38,9,2,0,2,21
2014-06-29,Oriole Park at Camden Yards,Tampa Bay Rays,Baltimore Orioles,43,7,6,0,5,39
2014-06-29,Citizens Bank Park,Philadelphia Phillies,Atlanta Braves,37,10,1,0,2,20
2014-06-29,Citizens Bank Park,Atlanta Braves,Philadelphia Phillies,33,4,2,1,0,11
2014-06-29,Minute Maid Park,Houston Astros,Detroit Tigers,33,9,5,0,0,19
2014-06-29,Minute Maid Park,Detroit Tigers,Houston Astros,34,6,1,1,1,15
2014-06-29,Kauffman Stadium,Kansas City Royals,Los Angeles Angels,35,7,4,0,0,15
2014-06-29,Kauffman Stadium,Los Angeles Angels,Kansas City Royals,34,6,1,0,2,16
2014-06-29,Miller Park,Milwaukee Brewers,Colorado Rockies,29,1,2,0,1,9
2014-06-29,Miller Park,Colorado Rockies,Milwaukee Brewers,42,11,3,0,1,21
2014-06-29,Globe Life Park in Arlington,Texas Rangers,Minnesota Twins,32,7,0,0,1,11
2014-06-29,Globe Life Park in Arlington,Minnesota Twins,Texas Rangers,33,3,4,0,0,11
2014-06-29,AT&T Park,San Francisco Giants,Cincinnati Reds,29,3,0,0,0,3
2014-06-29,AT&T Park,Cincinnati Reds,San Francisco Giants,33,6,1,1,0,11
2014-06-29,Petco Park,San Diego Padres,Arizona Diamondbacks,27,3,1,0,0,5
2014-06-29,Petco Park,Arizona Diamondbacks,San Diego Padres,28,5,0,0,0,5
2014-06-29,Safeco Field,Seattle Mariners,Cleveland Indians,31,8,0,0,1,12
2014-06-29,Safeco Field,Cleveland Indians,Seattle Mariners,27,1,0,0,0,1
2014-06-29,Dodger Stadium,Los Angeles Dodgers,St. Louis Cardinals,30,5,2,0,1,13
2014-06-29,Dodger Stadium,St. Louis Cardinals,Los Angeles Dodgers,34,3,3,0,0,9
2014-06-29,Yankee Stadium,New York Yankees,Boston Red Sox,35,4,2,1,2,19
2014-06-29,Yankee Stadium,Boston Red Sox,New York Yankees,33,10,1,0,1,16
2014-06-30,Nationals Park,Washington Nationals,Colorado Rockies,31,4,4,0,1,16
2014-06-30,Nationals Park,Colorado Rockies,Washington Nationals,32,7,2,0,0,11
2014-06-30,Oriole Park at Camden Yards,Baltimore Orioles,Texas Rangers,34,5,1,0,4,23
2014-06-30,Oriole Park at Camden Yards,Texas Rangers,Baltimore Orioles,31,2,2,0,0,6
2014-06-30,Yankee Stadium,New York Yankees,Tampa Bay Rays,43,7,0,1,1,14
2014-06-30,Yankee Stadium,Tampa Bay Rays,New York Yankees,43,7,0,0,2,15
2014-06-30,Comerica Park,Detroit Tigers,Oakland Athletics,31,4,1,0,2,14
2014-06-30,Comerica Park,Oakland Athletics,Detroit Tigers,37,8,2,0,0,12
2014-06-30,Fenway Park,Boston Red Sox,Chicago Cubs,28,2,0,0,0,2
2014-06-30,Fenway Park,Chicago Cubs,Boston Red Sox,31,3,1,0,1,9
2014-06-30,Turner Field,Atlanta Braves,New York Mets,31,6,1,0,0,8
2014-06-30,Turner Field,New York Mets,Atlanta Braves,33,6,1,0,1,12
2014-06-30,Minute Maid Park,Houston Astros,Seattle Mariners,31,3,1,0,2,13
2014-06-30,Minute Maid Park,Seattle Mariners,Houston Astros,38,7,0,0,4,23
2014-06-30,Target Field,Minnesota Twins,Kansas City Royals,36,8,1,0,0,10
2014-06-30,Target Field,Kansas City Royals,Minnesota Twins,37,5,3,1,1,18
2014-06-30,Dodger Stadium,Los Angeles Dodgers,Cleveland Indians,30,3,2,1,0,10
2014-06-30,Dodger Stadium,Cleveland Indians,Los Angeles Dodgers,27,1,0,0,0,1
2014-06-30,Petco Park,San Diego Padres,Cincinnati Reds,24,1,0,0,0,1
2014-06-30,Petco Park,Cincinnati Reds,San Diego Padres,29,4,1,0,0,6
2014-07-01,U.S. Cellular Field,Chicago White Sox,Los Angeles Angels,35,6,1,0,2,16
2014-07-01,U.S. Cellular Field,Los Angeles Angels,Chicago White Sox,34,10,1,0,1,16
2014-07-01,Rogers Centre,Toronto Blue Jays,Milwaukee Brewers,31,5,1,1,2,18
2014-07-01,Rogers Centre,Milwaukee Brewers,Toronto Blue Jays,30,3,1,0,0,5
2014-07-01,U.S. Cellular Field,Chicago White Sox,Los Angeles Angels,29,1,1,0,1,7
2014-07-01,U.S. Cellular Field,Los Angeles Angels,Chicago White Sox,35,4,1,0,3,18
2014-07-01,U.S. Cellular Field,Chicago White Sox,Los Angeles Angels,35,6,1,0,2,16
2014-07-01,U.S. Cellular Field,Los Angeles Angels,Chicago White Sox,34,10,1,0,1,16
2014-07-01,Nationals Park,Washington Nationals,Colorado Rockies,33,6,4,0,0,14
2014-07-01,Nationals Park,Colorado Rockies,Washington Nationals,31,4,0,0,1,8
2014-07-01,PNC Park,Pittsburgh Pirates,Arizona Diamondbacks,30,5,1,0,0,7
2014-07-01,PNC Park,Arizona Diamondbacks,Pittsburgh Pirates,36,11,0,0,0,11
2014-07-01,Oriole Park at Camden Yards,Baltimore Orioles,Texas Rangers,33,3,2,0,3,19
2014-07-01,Oriole Park at Camden Yards,Texas Rangers,Baltimore Orioles,34,8,2,0,0,12
2014-07-01,Yankee Stadium,New York Yankees,Tampa Bay Rays,31,3,1,0,0,5
2014-07-01,Yankee Stadium,Tampa Bay Rays,New York Yankees,36,7,1,0,1,13
2014-07-01,Comerica Park,Detroit Tigers,Oakland Athletics,28,4,1,0,1,10
2014-07-01,Comerica Park,Oakland Athletics,Detroit Tigers,31,3,1,0,0,5
2014-07-01,Fenway Park,Boston Red Sox,Chicago Cubs,33,7,1,0,0,9
2014-07-01,Fenway Park,Chicago Cubs,Boston Red Sox,31,5,2,0,0,9
2014-07-01,Turner Field,Atlanta Braves,New York Mets,31,6,1,0,0,8
2014-07-01,Turner Field,New York Mets,Atlanta Braves,36,8,0,0,2,16
2014-07-01,Marlins Park,Miami Marlins,Philadelphia Phillies,39,9,0,0,0,9
2014-07-01,Marlins Park,Philadelphia Phillies,Miami Marlins,42,6,1,0,2,16
2014-07-01,Minute Maid Park,Houston Astros,Seattle Mariners,39,10,1,0,0,12
2014-07-01,Minute Maid Park,Seattle Mariners,Houston Astros,45,10,6,1,1,29
2014-07-01,Target Field,Minnesota Twins,Kansas City Royals,41,11,3,0,1,21
2014-07-01,Target Field,Kansas City Royals,Minnesota Twins,35,9,1,0,0,11
2014-07-01,Dodger Stadium,Los Angeles Dodgers,Cleveland Indians,35,5,4,0,1,17
2014-07-01,Dodger Stadium,Cleveland Indians,Los Angeles Dodgers,38,7,5,0,1,21
2014-07-01,Petco Park,San Diego Padres,Cincinnati Reds,37,10,4,0,2,26
2014-07-01,Petco Park,Cincinnati Reds,San Diego Padres,37,9,1,0,1,15
2014-07-01,AT&T Park,San Francisco Giants,St. Louis Cardinals,29,4,3,0,1,14
2014-07-01,AT&T Park,St. Louis Cardinals,San Francisco Giants,32,4,1,0,0,6
2014-07-02,Rogers Centre,Toronto Blue Jays,Milwaukee Brewers,35,4,4,0,3,24
2014-07-02,Rogers Centre,Milwaukee Brewers,Toronto Blue Jays,33,4,2,1,0,11
2014-07-02,Yankee Stadium,New York Yankees,Tampa Bay Rays,37,7,1,0,2,17
2014-07-02,Yankee Stadium,Tampa Bay Rays,New York Yankees,35,7,3,0,1,17
2014-07-02,Comerica Park,Detroit Tigers,Oakland Athletics,34,11,2,0,0,15
2014-07-02,Comerica Park,Oakland Athletics,Detroit Tigers,37,8,1,0,2,18
2014-07-02,Target Field,Minnesota Twins,Kansas City Royals,30,4,0,0,0,4
2014-07-02,Target Field,Kansas City Royals,Minnesota Twins,36,6,2,0,1,14
2014-07-02,Minute Maid Park,Houston Astros,Seattle Mariners,30,1,0,0,2,9
2014-07-02,Minute Maid Park,Seattle Mariners,Houston Astros,36,7,3,0,0,13
2014-07-02,Dodger Stadium,Los Angeles Dodgers,Cleveland Indians,35,6,2,0,1,14
2014-07-02,Dodger Stadium,Cleveland Indians,Los Angeles Dodgers,37,6,2,0,1,14
2014-07-02,Petco Park,San Diego Padres,Cincinnati Reds,30,7,0,0,0,7
2014-07-02,Petco Park,Cincinnati Reds,San Diego Padres,30,2,1,0,0,4
2014-07-02,Nationals Park,Washington Nationals,Colorado Rockies,29,4,1,0,2,14
2014-07-02,Nationals Park,Colorado Rockies,Washington Nationals,35,7,1,0,1,13
2014-07-02,PNC Park,Pittsburgh Pirates,Arizona Diamondbacks,35,8,3,0,1,18
2014-07-02,PNC Park,Arizona Diamondbacks,Pittsburgh Pirates,34,7,1,0,0,9
2014-07-02,Oriole Park at Camden Yards,Baltimore Orioles,Texas Rangers,30,6,0,0,2,14
2014-07-02,Oriole Park at Camden Yards,Texas Rangers,Baltimore Orioles,33,6,2,0,0,10
2014-07-02,Fenway Park,Boston Red Sox,Chicago Cubs,42,11,4,0,1,23
2014-07-02,Fenway Park,Chicago Cubs,Boston Red Sox,43,9,5,1,4,38
2014-07-02,Turner Field,Atlanta Braves,New York Mets,31,7,1,0,0,9
2014-07-02,Turner Field,New York Mets,Atlanta Braves,30,5,0,0,0,5
2014-07-02,Marlins Park,Miami Marlins,Philadelphia Phillies,32,5,3,0,1,15
2014-07-02,Marlins Park,Philadelphia Phillies,Miami Marlins,32,5,0,0,0,5
2014-07-02,U.S. Cellular Field,Chicago White Sox,Los Angeles Angels,33,8,1,0,0,10
2014-07-02,U.S. Cellular Field,Los Angeles Angels,Chicago White Sox,33,5,0,0,2,13
2014-07-02,AT&T Park,San Francisco Giants,St. Louis Cardinals,29,5,0,0,0,5
2014-07-02,AT&T Park,St. Louis Cardinals,San Francisco Giants,33,7,1,0,0,9
2014-07-03,AT&T Park,San Francisco Giants,St. Louis Cardinals,34,6,1,0,0,8
2014-07-03,AT&T Park,St. Louis Cardinals,San Francisco Giants,40,8,4,1,1,23
2014-07-03,Marlins Park,Miami Marlins,Philadelphia Phillies,33,8,1,1,0,13
2014-07-03,Marlins Park,Philadelphia Phillies,Miami Marlins,37,8,1,0,0,10
2014-07-03,PNC Park,Pittsburgh Pirates,Arizona Diamondbacks,34,8,2,0,0,12
2014-07-03,PNC Park,Arizona Diamondbacks,Pittsburgh Pirates,38,9,2,1,1,20
2014-07-03,Oriole Park at Camden Yards,Baltimore Orioles,Texas Rangers,34,6,6,0,0,18
2014-07-03,Oriole Park at Camden Yards,Texas Rangers,Baltimore Orioles,34,3,3,0,1,13
2014-07-03,Comerica Park,Detroit Tigers,Tampa Bay Rays,37,10,2,0,3,26
2014-07-03,Comerica Park,Tampa Bay Rays,Detroit Tigers,28,1,1,0,0,3
2014-07-03,Coors Field,Colorado Rockies,Los Angeles Dodgers,34,7,1,1,0,12
2014-07-03,Coors Field,Los Angeles Dodgers,Colorado Rockies,32,4,2,0,0,8
2014-07-03,Target Field,Minnesota Twins,New York Yankees,33,6,3,0,0,12
2014-07-03,Target Field,New York Yankees,Minnesota Twins,35,7,1,0,2,17
2014-07-03,O.co Coliseum,Oakland Athletics,Toronto Blue Jays,28,2,4,0,0,10
2014-07-03,O.co Coliseum,Toronto Blue Jays,Oakland Athletics,29,4,1,0,0,6
2014-07-03,Angel Stadium of Anaheim,Los Angeles Angels,Houston Astros,29,7,2,0,0,11
2014-07-03,Angel Stadium of Anaheim,Houston Astros,Los Angeles Angels,33,5,3,0,0,11
2014-07-04,Nationals Park,Washington Nationals,Chicago Cubs,33,3,3,0,1,13
2014-07-04,Nationals Park,Chicago Cubs,Washington Nationals,39,10,3,0,1,20
2014-07-04,Target Field,Minnesota Twins,New York Yankees,37,7,1,1,2,20
2014-07-04,Target Field,New York Yankees,Minnesota Twins,35,2,6,2,0,20
2014-07-04,O.co Coliseum,Oakland Athletics,Toronto Blue Jays,38,2,3,0,0,8
2014-07-04,O.co Coliseum,Toronto Blue Jays,Oakland Athletics,43,8,1,0,0,10
2014-07-04,PNC Park,Pittsburgh Pirates,Philadelphia Phillies,34,8,3,1,0,17
2014-07-04,PNC Park,Philadelphia Phillies,Pittsburgh Pirates,28,2,0,0,0,2
2014-07-04,Petco Park,San Diego Padres,San Francisco Giants,29,5,2,0,1,13
2014-07-04,Petco Park,San Francisco Giants,San Diego Padres,30,2,2,0,0,6
2014-07-04,Progressive Field,Cleveland Indians,Kansas City Royals,32,4,1,0,1,10
2014-07-04,Progressive Field,Kansas City Royals,Cleveland Indians,39,7,3,1,1,20
2014-07-04,Comerica Park,Detroit Tigers,Tampa Bay Rays,31,4,2,0,0,8
2014-07-04,Comerica Park,Tampa Bay Rays,Detroit Tigers,36,2,5,1,1,19
2014-07-04,Citi Field,New York Mets,Texas Rangers,30,3,3,0,1,13
2014-07-04,Citi Field,Texas Rangers,New York Mets,39,9,1,0,2,19
2014-07-04,U.S. Cellular Field,Chicago White Sox,Seattle Mariners,32,5,1,0,3,19
2014-07-04,U.S. Cellular Field,Seattle Mariners,Chicago White Sox,31,5,1,0,0,7
2014-07-04,Great American Ball Park,Cincinnati Reds,Milwaukee Brewers,34,5,4,0,1,17
2014-07-04,Great American Ball Park,Milwaukee Brewers,Cincinnati Reds,32,5,0,0,1,9
2014-07-04,Busch Stadium,St. Louis Cardinals,Miami Marlins,29,4,3,0,0,10
2014-07-04,Busch Stadium,Miami Marlins,St. Louis Cardinals,35,9,1,0,0,11
2014-07-04,Turner Field,Atlanta Braves,Arizona Diamondbacks,33,10,2,0,0,14
2014-07-04,Turner Field,Arizona Diamondbacks,Atlanta Braves,33,6,1,0,0,8
2014-07-04,Coors Field,Colorado Rockies,Los Angeles Dodgers,27,2,0,0,0,2
2014-07-04,Coors Field,Los Angeles Dodgers,Colorado Rockies,45,14,2,1,2,29
2014-07-04,Angel Stadium of Anaheim,Los Angeles Angels,Houston Astros,37,11,3,0,2,25
2014-07-04,Angel Stadium of Anaheim,Houston Astros,Los Angeles Angels,35,5,0,0,3,17
2014-07-05,Fenway Park,Boston Red Sox,Baltimore Orioles,32,7,1,0,1,13
2014-07-05,Fenway Park,Baltimore Orioles,Boston Red Sox,33,5,0,0,0,5
2014-07-05,Fenway Park,Boston Red Sox,Baltimore Orioles,32,7,1,0,1,13
2014-07-05,Fenway Park,Baltimore Orioles,Boston Red Sox,33,5,0,0,0,5
2014-07-05,Fenway Park,Boston Red Sox,Baltimore Orioles,31,3,2,0,1,11
2014-07-05,Fenway Park,Baltimore Orioles,Boston Red Sox,43,10,4,0,2,26
2014-07-05,U.S. Cellular Field,Chicago White Sox,Seattle Mariners,47,2,1,1,0,7
2014-07-05,U.S. Cellular Field,Seattle Mariners,Chicago White Sox,51,10,1,0,0,12
2014-07-05,Target Field,Minnesota Twins,New York Yankees,38,5,1,0,1,11
2014-07-05,Target Field,New York Yankees,Minnesota Twins,40,7,0,0,0,7
2014-07-05,Busch Stadium,St. Louis Cardinals,Miami Marlins,34,7,1,0,2,17
2014-07-05,Busch Stadium,Miami Marlins,St. Louis Cardinals,41,12,1,0,1,18
2014-07-05,Nationals Park,Washington Nationals,Chicago Cubs,41,11,8,0,0,27
2014-07-05,Nationals Park,Chicago Cubs,Washington Nationals,30,5,0,0,0,5
2014-07-05,PNC Park,Pittsburgh Pirates,Philadelphia Phillies,30,3,2,0,1,11
2014-07-05,PNC Park,Philadelphia Phillies,Pittsburgh Pirates,31,3,0,0,2,11
2014-07-05,Comerica Park,Detroit Tigers,Tampa Bay Rays,32,3,1,0,2,13
2014-07-05,Comerica Park,Tampa Bay Rays,Detroit Tigers,34,8,0,2,1,18
2014-07-05,Coors Field,Colorado Rockies,Los Angeles Dodgers,34,7,2,1,2,22
2014-07-05,Coors Field,Los Angeles Dodgers,Colorado Rockies,33,5,3,0,0,11
2014-07-05,Turner Field,Atlanta Braves,Arizona Diamondbacks,37,7,4,2,1,25
2014-07-05,Turner Field,Arizona Diamondbacks,Atlanta Braves,33,7,1,0,1,13
2014-07-05,Great American Ball Park,Cincinnati Reds,Milwaukee Brewers,28,1,1,0,0,3
2014-07-05,Great American Ball Park,Milwaukee Brewers,Cincinnati Reds,31,3,4,0,0,11
2014-07-05,Progressive Field,Cleveland Indians,Kansas City Royals,37,12,1,0,1,18
2014-07-05,Progressive Field,Kansas City Royals,Cleveland Indians,36,10,1,0,1,16
2014-07-05,Petco Park,San Diego Padres,San Francisco Giants,33,3,2,1,0,10
2014-07-05,Petco Park,San Francisco Giants,San Diego Padres,34,2,2,0,3,18
2014-07-05,Citi Field,New York Mets,Texas Rangers,36,5,3,0,1,15
2014-07-05,Citi Field,Texas Rangers,New York Mets,36,6,3,0,2,20
2014-07-05,Angel Stadium of Anaheim,Los Angeles Angels,Houston Astros,39,8,3,0,3,26
2014-07-05,Angel Stadium of Anaheim,Houston Astros,Los Angeles Angels,35,6,1,0,1,12
2014-07-05,O.co Coliseum,Oakland Athletics,Toronto Blue Jays,36,9,2,0,1,17
2014-07-05,O.co Coliseum,Toronto Blue Jays,Oakland Athletics,30,4,1,0,0,6
2014-07-06,Progressive Field,Cleveland Indians,Kansas City Royals,33,6,2,0,2,18
2014-07-06,Progressive Field,Kansas City Royals,Cleveland Indians,31,2,1,0,1,8
2014-07-06,Citi Field,New York Mets,Texas Rangers,29,2,3,0,2,16
2014-07-06,Citi Field,Texas Rangers,New York Mets,37,4,3,0,3,22
2014-07-06,Great American Ball Park,Cincinnati Reds,Milwaukee Brewers,31,8,0,0,1,12
2014-07-06,Great American Ball Park,Milwaukee Brewers,Cincinnati Reds,30,2,1,1,0,7
2014-07-06,Fenway Park,Boston Red Sox,Baltimore Orioles,47,13,1,0,1,19
2014-07-06,Fenway Park,Baltimore Orioles,Boston Red Sox,48,14,1,1,0,19
2014-07-06,Nationals Park,Washington Nationals,Chicago Cubs,28,5,2,0,0,9
2014-07-06,Nationals Park,Chicago Cubs,Washington Nationals,34,9,1,0,0,11
2014-07-06,PNC Park,Pittsburgh Pirates,Philadelphia Phillies,28,4,1,2,0,12
2014-07-06,PNC Park,Philadelphia Phillies,Pittsburgh Pirates,30,3,0,0,1,7
2014-07-06,Turner Field,Atlanta Braves,Arizona Diamondbacks,33,7,0,0,0,7
2014-07-06,Turner Field,Arizona Diamondbacks,Atlanta Braves,30,3,1,0,1,9
2014-07-06,U.S. Cellular Field,Chicago White Sox,Seattle Mariners,26,1,1,0,0,3
2014-07-06,U.S. Cellular Field,Seattle Mariners,Chicago White Sox,32,5,0,0,0,5
2014-07-06,Target Field,Minnesota Twins,New York Yankees,38,8,3,0,2,22
2014-07-06,Target Field,New York Yankees,Minnesota Twins,38,11,2,0,1,19
2014-07-06,Busch Stadium,St. Louis Cardinals,Miami Marlins,36,6,3,0,1,16
2014-07-06,Busch Stadium,Miami Marlins,St. Louis Cardinals,42,14,1,0,1,20
2014-07-06,Angel Stadium of Anaheim,Los Angeles Angels,Houston Astros,28,7,0,0,1,11
2014-07-06,Angel Stadium of Anaheim,Houston Astros,Los Angeles Angels,33,6,1,0,0,8
2014-07-06,O.co Coliseum,Oakland Athletics,Toronto Blue Jays,35,7,3,1,0,16
2014-07-06,O.co Coliseum,Toronto Blue Jays,Oakland Athletics,31,3,1,0,1,9
2014-07-06,Coors Field,Colorado Rockies,Los Angeles Dodgers,32,5,1,0,0,7
2014-07-06,Coors Field,Los Angeles Dodgers,Colorado Rockies,40,13,2,0,0,17
2014-07-06,Petco Park,San Diego Padres,San Francisco Giants,30,2,0,0,2,10
2014-07-06,Petco Park,San Francisco Giants,San Diego Padres,33,4,3,0,0,10
2014-07-06,Comerica Park,Detroit Tigers,Tampa Bay Rays,32,3,2,0,2,15
2014-07-06,Comerica Park,Tampa Bay Rays,Detroit Tigers,44,15,2,0,2,27
2014-07-07,Nationals Park,Washington Nationals,Baltimore Orioles,40,5,1,0,1,11
2014-07-07,Nationals Park,Baltimore Orioles,Washington Nationals,47,9,2,0,4,29
2014-07-07,Great American Ball Park,Cincinnati Reds,Chicago Cubs,31,6,2,1,1,17
2014-07-07,Great American Ball Park,Chicago Cubs,Cincinnati Reds,38,6,4,0,1,18
2014-07-07,Tropicana Field,Tampa Bay Rays,Kansas City Royals,30,3,1,0,0,5
2014-07-07,Tropicana Field,Kansas City Royals,Tampa Bay Rays,40,11,3,0,0,17
2014-07-07,Citi Field,New York Mets,Atlanta Braves,39,3,2,0,2,15
2014-07-07,Citi Field,Atlanta Braves,New York Mets,43,9,3,0,0,15
2014-07-07,Fenway Park,Boston Red Sox,Chicago White Sox,29,2,0,0,0,2
2014-07-07,Fenway Park,Chicago White Sox,Boston Red Sox,31,3,1,0,2,13
2014-07-07,Progressive Field,Cleveland Indians,New York Yankees,32,4,0,0,2,12
2014-07-07,Progressive Field,New York Yankees,Cleveland Indians,36,10,2,0,0,14
2014-07-07,Globe Life Park in Arlington,Texas Rangers,Houston Astros,38,7,3,0,1,17
2014-07-07,Globe Life Park in Arlington,Houston Astros,Texas Rangers,42,12,2,1,2,27
2014-07-07,Miller Park,Milwaukee Brewers,Philadelphia Phillies,33,6,2,0,0,10
2014-07-07,Miller Park,Philadelphia Phillies,Milwaukee Brewers,35,8,0,0,1,12
2014-07-07,Busch Stadium,St. Louis Cardinals,Pittsburgh Pirates,25,1,1,0,1,7
2014-07-07,Busch Stadium,Pittsburgh Pirates,St. Louis Cardinals,34,7,0,1,0,10
2014-07-07,Coors Field,Colorado Rockies,San Diego Padres,30,5,0,0,1,9
2014-07-07,Coors Field,San Diego Padres,Colorado Rockies,32,7,3,1,0,16
2014-07-07,Chase Field,Arizona Diamondbacks,Miami Marlins,35,4,4,2,1,22
2014-07-07,Chase Field,Miami Marlins,Arizona Diamondbacks,35,7,3,0,0,13
2014-07-07,O.co Coliseum,Oakland Athletics,San Francisco Giants,33,7,2,0,0,11
2014-07-07,O.co Coliseum,San Francisco Giants,Oakland Athletics,32,5,0,0,0,5
2014-07-07,Angel Stadium of Anaheim,Los Angeles Angels,Toronto Blue Jays,34,6,4,0,0,14
2014-07-07,Angel Stadium of Anaheim,Toronto Blue Jays,Los Angeles Angels,32,5,0,0,1,9
2014-07-07,Safeco Field,Seattle Mariners,Minnesota Twins,29,3,0,0,2,11
2014-07-07,Safeco Field,Minnesota Twins,Seattle Mariners,32,3,1,0,0,5
2014-07-08,Great American Ball Park,Cincinnati Reds,Chicago Cubs,32,8,2,0,1,16
2014-07-08,Great American Ball Park,Chicago Cubs,Cincinnati Reds,33,5,0,0,2,13
2014-07-08,Great American Ball Park,Cincinnati Reds,Chicago Cubs,33,8,3,1,0,17
2014-07-08,Great American Ball Park,Chicago Cubs,Cincinnati Reds,37,6,2,0,3,22
2014-07-08,Progressive Field,Cleveland Indians,New York Yankees,34,6,2,0,2,18
2014-07-08,Progressive Field,New York Yankees,Cleveland Indians,31,4,0,0,0,4
2014-07-08,Comerica Park,Detroit Tigers,Los Angeles Dodgers,38,16,2,2,0,26
2014-07-08,Comerica Park,Los Angeles Dodgers,Detroit Tigers,33,5,1,0,1,11
2014-07-08,Tropicana Field,Tampa Bay Rays,Kansas City Royals,32,5,3,0,0,11
2014-07-08,Tropicana Field,Kansas City Royals,Tampa Bay Rays,39,11,1,1,0,16
2014-07-08,Citi Field,New York Mets,Atlanta Braves,40,12,5,0,1,26
2014-07-08,Citi Field,Atlanta Braves,New York Mets,39,13,0,0,0,13
2014-07-08,Fenway Park,Boston Red Sox,Chicago White Sox,35,6,3,1,0,15
2014-07-08,Fenway Park,Chicago White Sox,Boston Red Sox,37,4,6,1,1,23
2014-07-08,Globe Life Park in Arlington,Texas Rangers,Houston Astros,34,5,1,2,1,17
2014-07-08,Globe Life Park in Arlington,Houston Astros,Texas Rangers,37,7,2,0,3,23
2014-07-08,Miller Park,Milwaukee Brewers,Philadelphia Phillies,40,8,2,0,3,24
2014-07-08,Miller Park,Philadelphia Phillies,Milwaukee Brewers,36,7,2,0,1,15
2014-07-08,Busch Stadium,St. Louis Cardinals,Pittsburgh Pirates,34,8,2,0,1,16
2014-07-08,Busch Stadium,Pittsburgh Pirates,St. Louis Cardinals,35,6,0,1,2,17
2014-07-08,Coors Field,Colorado Rockies,San Diego Padres,30,5,1,0,1,11
2014-07-08,Coors Field,San Diego Padres,Colorado Rockies,34,5,2,0,1,13
2014-07-08,Chase Field,Arizona Diamondbacks,Miami Marlins,35,7,2,0,0,11
2014-07-08,Chase Field,Miami Marlins,Arizona Diamondbacks,31,2,2,0,1,10
2014-07-08,O.co Coliseum,Oakland Athletics,San Francisco Giants,33,7,4,0,0,15
2014-07-08,O.co Coliseum,San Francisco Giants,Oakland Athletics,35,6,1,0,1,12
2014-07-08,Angel Stadium of Anaheim,Los Angeles Angels,Toronto Blue Jays,31,4,1,0,0,6
2014-07-08,Angel Stadium of Anaheim,Toronto Blue Jays,Los Angeles Angels,37,11,2,0,1,19
2014-07-08,Safeco Field,Seattle Mariners,Minnesota Twins,33,7,1,0,0,9
2014-07-08,Safeco Field,Minnesota Twins,Seattle Mariners,32,6,1,0,1,12
2014-08-04,Nationals Park,Washington Nationals,Baltimore Orioles,33,6,1,0,1,12
2014-08-04,Nationals Park,Baltimore Orioles,Washington Nationals,39,10,2,0,2,22
2014-07-09,Comerica Park,Detroit Tigers,Los Angeles Dodgers,31,5,2,1,0,12
2014-07-09,Comerica Park,Los Angeles Dodgers,Detroit Tigers,30,1,1,1,1,10
