Date,Location,Team,Opponent,At Bats,Singles,Doubles,Triples,Home Runs,Total Bases
2013-03-30,Ed Smith Stadium,Baltimore Orioles,New York Mets,36,7,1,0,4,25
2013-03-30,Ed Smith Stadium,New York Mets,Baltimore Orioles,28,1,0,0,0,1
2013-03-30,Citizens Bank Park,Philadelphia Phillies,Toronto Blue Jays,33,5,1,0,1,11
2013-03-30,Citizens Bank Park,Toronto Blue Jays,Philadelphia Phillies,39,8,5,0,1,22
2013-03-30,Tropicana Field,Tampa Bay Rays,Detroit Tigers,36,6,1,0,3,20
2013-03-30,Tropicana Field,Detroit Tigers,Tampa Bay Rays,34,6,0,1,1,13
2013-03-30,JetBlue Park,Boston Red Sox,Minnesota Twins,31,10,0,0,0,10
2013-03-30,JetBlue Park,Minnesota Twins,Boston Red Sox,38,9,2,0,0,13
2013-03-30,Zephyr Field,New Orleans Zephyrs,Miami Marlins,31,3,0,0,0,3
2013-03-30,Zephyr Field,Miami Marlins,New Orleans Zephyrs,36,5,2,0,3,21
2013-03-30,Johnson Stadium at Doubleday Field,Army Black Knights,New York Yankees,33,8,1,0,0,10
2013-03-30,Johnson Stadium at Doubleday Field,New York Yankees,Army Black Knights,44,12,2,0,2,24
2013-03-30,Minute Maid Park,Houston Astros,Chicago Cubs,32,8,2,1,0,15
2013-03-30,Minute Maid Park,Chicago Cubs,Houston Astros,34,7,1,0,0,9
2013-03-30,Alamodome,Texas Rangers,San Diego Padres,26,2,0,0,1,6
2013-03-30,Alamodome,San Diego Padres,Texas Rangers,33,4,1,0,2,14
2013-03-30,Peoples Natural Gas Field,Altoona Curve,Pittsburgh Pirates,29,8,1,0,0,10
2013-03-30,Peoples Natural Gas Field,Pittsburgh Pirates,Altoona Curve,41,9,3,1,1,22
2013-03-30,Miller Park,Milwaukee Brewers,Chicago White Sox,35,8,3,0,1,18
2013-03-30,Miller Park,Chicago White Sox,Milwaukee Brewers,34,4,4,0,1,16
2013-03-30,Goodyear Ballpark,Cleveland Indians,Cincinnati Reds,38,8,3,1,2,25
2013-03-30,Goodyear Ballpark,Cincinnati Reds,Cleveland Indians,32,7,1,0,0,9
2013-03-30,Spring Mobile Ballpark,Colorado Rockies,Seattle Mariners,33,4,1,0,2,14
2013-03-30,Spring Mobile Ballpark,Seattle Mariners,Colorado Rockies,33,2,2,1,2,17
2013-03-30,Trustmark Park,Atlanta Braves,Mississippi Braves,34,7,2,0,3,23
2013-03-30,Trustmark Park,Mississippi Braves,Atlanta Braves,32,3,2,0,0,7
2013-03-30,Chase Field,Arizona Diamondbacks,Cincinnati Reds,30,5,0,0,0,5
2013-03-30,Chase Field,Cincinnati Reds,Arizona Diamondbacks,39,10,6,0,0,22
2013-03-30,O.co Coliseum,Oakland Athletics,San Francisco Giants,30,5,0,0,1,9
2013-03-30,O.co Coliseum,San Francisco Giants,Oakland Athletics,36,7,0,1,1,14
2013-03-30,Angel Stadium of Anaheim,Los Angeles Angels,Los Angeles Dodgers,30,3,1,0,1,9
2013-03-30,Angel Stadium of Anaheim,Los Angeles Dodgers,Los Angeles Angels,31,5,0,0,0,5
2013-03-31,Minute Maid Park,Houston Astros,Texas Rangers,32,6,0,2,1,16
2013-03-31,Minute Maid Park,Texas Rangers,Houston Astros,32,6,0,0,0,6
2013-04-01,Nationals Park,Washington Nationals,Miami Marlins,26,3,0,0,2,11
2013-04-01,Nationals Park,Miami Marlins,Washington Nationals,29,2,1,0,0,4
2013-04-01,Yankee Stadium,New York Yankees,Boston Red Sox,33,5,1,0,0,7
2013-04-01,Yankee Stadium,Boston Red Sox,New York Yankees,40,11,1,1,0,16
2013-04-01,Citi Field,New York Mets,San Diego Padres,38,10,2,0,1,18
2013-04-01,Citi Field,San Diego Padres,New York Mets,31,2,1,0,1,8
2013-04-01,PNC Park,Pittsburgh Pirates,Chicago Cubs,31,2,1,0,0,4
2013-04-01,PNC Park,Chicago Cubs,Pittsburgh Pirates,33,3,2,0,1,11
2013-04-01,Miller Park,Milwaukee Brewers,Colorado Rockies,34,6,1,0,1,12
2013-04-01,Miller Park,Colorado Rockies,Milwaukee Brewers,40,9,0,0,3,21
2013-04-01,Great American Ball Park,Cincinnati Reds,Los Angeles Angels,42,2,1,0,0,4
2013-04-01,Great American Ball Park,Los Angeles Angels,Cincinnati Reds,45,4,0,1,1,11
2013-04-01,Dodger Stadium,Los Angeles Dodgers,San Francisco Giants,30,4,2,0,1,12
2013-04-01,Dodger Stadium,San Francisco Giants,Los Angeles Dodgers,30,4,0,0,0,4
2013-04-01,Target Field,Minnesota Twins,Detroit Tigers,35,5,3,0,0,11
2013-04-01,Target Field,Detroit Tigers,Minnesota Twins,35,7,2,0,0,11
2013-04-01,U.S. Cellular Field,Chicago White Sox,Kansas City Royals,32,7,0,0,1,11
2013-04-01,U.S. Cellular Field,Kansas City Royals,Chicago White Sox,32,7,0,0,0,7
2013-04-01,Turner Field,Atlanta Braves,Philadelphia Phillies,33,4,3,0,3,22
2013-04-01,Turner Field,Philadelphia Phillies,Atlanta Braves,36,7,1,1,1,16
2013-04-01,O.co Coliseum,Oakland Athletics,Seattle Mariners,30,1,2,0,0,5
2013-04-01,O.co Coliseum,Seattle Mariners,Oakland Athletics,31,5,0,0,0,5
2013-04-01,Chase Field,Arizona Diamondbacks,St. Louis Cardinals,36,8,7,0,0,22
2013-04-01,Chase Field,St. Louis Cardinals,Arizona Diamondbacks,30,2,3,0,0,8
2013-04-02,Tropicana Field,Tampa Bay Rays,Baltimore Orioles,30,4,1,0,1,10
2013-04-02,Tropicana Field,Baltimore Orioles,Tampa Bay Rays,38,7,4,0,2,23
2013-04-02,Rogers Centre,Toronto Blue Jays,Cleveland Indians,29,2,2,0,0,6
2013-04-02,Rogers Centre,Cleveland Indians,Toronto Blue Jays,33,5,1,0,1,11
2013-04-02,Minute Maid Park,Houston Astros,Texas Rangers,29,2,0,0,0,2
2013-04-02,Minute Maid Park,Texas Rangers,Houston Astros,36,6,2,3,1,23
2013-04-02,Miller Park,Milwaukee Brewers,Colorado Rockies,34,6,2,0,1,14
2013-04-02,Miller Park,Colorado Rockies,Milwaukee Brewers,38,12,0,0,2,20
2013-04-02,Chase Field,Arizona Diamondbacks,St. Louis Cardinals,31,2,0,0,1,6
2013-04-02,Chase Field,St. Louis Cardinals,Arizona Diamondbacks,36,5,2,0,3,21
2013-04-02,O.co Coliseum,Oakland Athletics,Seattle Mariners,30,2,0,0,1,6
2013-04-02,O.co Coliseum,Seattle Mariners,Oakland Athletics,35,4,3,0,2,18
2013-04-02,Dodger Stadium,Los Angeles Dodgers,San Francisco Giants,29,0,2,0,0,4
2013-04-02,Dodger Stadium,San Francisco Giants,Los Angeles Dodgers,34,10,0,0,0,10
2013-04-03,Minute Maid Park,Houston Astros,Texas Rangers,32,4,1,0,0,6
2013-04-03,Minute Maid Park,Texas Rangers,Houston Astros,35,8,1,0,0,10
2013-04-03,U.S. Cellular Field,Chicago White Sox,Kansas City Royals,29,3,1,0,4,21
2013-04-03,U.S. Cellular Field,Kansas City Royals,Chicago White Sox,34,3,2,0,0,7
2013-04-03,Target Field,Minnesota Twins,Detroit Tigers,30,3,2,0,0,7
2013-04-03,Target Field,Detroit Tigers,Minnesota Twins,33,7,0,0,0,7
2013-04-03,PNC Park,Pittsburgh Pirates,Chicago Cubs,29,4,2,0,0,8
2013-04-03,PNC Park,Chicago Cubs,Pittsburgh Pirates,28,2,0,0,0,2
2013-04-03,Nationals Park,Washington Nationals,Miami Marlins,28,2,2,1,1,13
2013-04-03,Nationals Park,Miami Marlins,Washington Nationals,28,3,1,0,0,5
2013-04-03,Yankee Stadium,New York Yankees,Boston Red Sox,35,7,0,0,2,15
2013-04-03,Yankee Stadium,Boston Red Sox,New York Yankees,39,11,3,0,0,17
2013-04-03,Rogers Centre,Toronto Blue Jays,Cleveland Indians,36,3,0,0,2,11
2013-04-03,Rogers Centre,Cleveland Indians,Toronto Blue Jays,42,8,1,0,1,14
2013-04-03,Great American Ball Park,Cincinnati Reds,Los Angeles Angels,31,4,1,0,1,10
2013-04-03,Great American Ball Park,Los Angeles Angels,Cincinnati Reds,34,6,1,0,2,16
2013-04-03,Citi Field,New York Mets,San Diego Padres,33,3,2,0,3,19
2013-04-03,Citi Field,San Diego Padres,New York Mets,31,5,1,0,0,7
2013-04-03,Tropicana Field,Tampa Bay Rays,Baltimore Orioles,35,9,3,0,2,23
2013-04-03,Tropicana Field,Baltimore Orioles,Tampa Bay Rays,36,6,4,0,1,18
2013-04-03,Turner Field,Atlanta Braves,Philadelphia Phillies,33,5,1,0,3,19
2013-04-03,Turner Field,Philadelphia Phillies,Atlanta Braves,36,7,2,0,0,11
2013-04-03,Miller Park,Milwaukee Brewers,Colorado Rockies,35,5,3,0,1,15
2013-04-03,Miller Park,Colorado Rockies,Milwaukee Brewers,38,10,2,0,3,26
2013-04-03,Chase Field,Arizona Diamondbacks,St. Louis Cardinals,59,12,1,1,3,29
2013-04-03,Chase Field,St. Louis Cardinals,Arizona Diamondbacks,60,10,5,0,1,24
2013-04-03,O.co Coliseum,Oakland Athletics,Seattle Mariners,31,4,5,0,2,22
2013-04-03,O.co Coliseum,Seattle Mariners,Oakland Athletics,31,3,0,0,2,11
2013-04-03,Dodger Stadium,Los Angeles Dodgers,San Francisco Giants,32,5,2,0,0,9
2013-04-03,Dodger Stadium,San Francisco Giants,Los Angeles Dodgers,32,3,1,0,2,13
2013-04-04,Great American Ball Park,Cincinnati Reds,Los Angeles Angels,30,2,2,0,3,18
2013-04-04,Great American Ball Park,Los Angeles Angels,Cincinnati Reds,36,7,4,0,0,15
2013-04-04,PNC Park,Pittsburgh Pirates,Chicago Cubs,30,3,1,0,0,5
2013-04-04,PNC Park,Chicago Cubs,Pittsburgh Pirates,30,2,0,0,1,6
2013-04-04,Citi Field,New York Mets,San Diego Padres,31,3,1,0,1,9
2013-04-04,Citi Field,San Diego Padres,New York Mets,31,5,1,0,0,7
2013-04-04,Target Field,Minnesota Twins,Detroit Tigers,34,6,2,0,2,18
2013-04-04,Target Field,Detroit Tigers,Minnesota Twins,34,7,1,0,0,9
2013-04-04,U.S. Cellular Field,Chicago White Sox,Kansas City Royals,34,8,0,0,0,8
2013-04-04,U.S. Cellular Field,Kansas City Royals,Chicago White Sox,30,3,2,0,0,7
2013-04-04,Tropicana Field,Tampa Bay Rays,Baltimore Orioles,30,7,0,0,0,7
2013-04-04,Tropicana Field,Baltimore Orioles,Tampa Bay Rays,36,5,2,0,2,17
2013-04-04,O.co Coliseum,Oakland Athletics,Seattle Mariners,29,4,4,0,2,20
2013-04-04,O.co Coliseum,Seattle Mariners,Oakland Athletics,33,7,0,0,1,11
2013-04-04,Nationals Park,Washington Nationals,Miami Marlins,31,7,1,0,1,13
2013-04-04,Nationals Park,Miami Marlins,Washington Nationals,33,7,0,0,1,11
2013-04-04,Yankee Stadium,New York Yankees,Boston Red Sox,29,4,2,0,2,16
2013-04-04,Yankee Stadium,Boston Red Sox,New York Yankees,32,7,2,0,0,11
2013-04-04,Rogers Centre,Toronto Blue Jays,Cleveland Indians,34,3,1,0,5,25
2013-04-04,Rogers Centre,Cleveland Indians,Toronto Blue Jays,41,6,6,0,2,26
2013-04-04,Turner Field,Atlanta Braves,Philadelphia Phillies,29,2,0,0,0,2
2013-04-04,Turner Field,Philadelphia Phillies,Atlanta Braves,33,6,2,0,0,10
2013-04-05,Comerica Park,Detroit Tigers,New York Yankees,32,6,0,0,3,18
2013-04-05,Comerica Park,New York Yankees,Detroit Tigers,32,5,0,0,1,9
2013-04-05,Rangers Ballpark in Arlington,Texas Rangers,Los Angeles Angels,35,8,2,1,1,19
2013-04-05,Rangers Ballpark in Arlington,Los Angeles Angels,Texas Rangers,31,4,1,0,1,10
2013-04-05,Oriole Park at Camden Yards,Baltimore Orioles,Minnesota Twins,37,11,2,0,1,19
2013-04-05,Oriole Park at Camden Yards,Minnesota Twins,Baltimore Orioles,36,6,3,1,0,15
2013-04-05,Citizens Bank Park,Philadelphia Phillies,Kansas City Royals,34,6,1,0,2,16
2013-04-05,Citizens Bank Park,Kansas City Royals,Philadelphia Phillies,44,12,4,2,1,30
2013-04-05,Coors Field,Colorado Rockies,San Diego Padres,31,3,1,1,2,16
2013-04-05,Coors Field,San Diego Padres,Colorado Rockies,35,4,3,0,0,10
2013-04-05,AT&T Park,San Francisco Giants,St. Louis Cardinals,28,6,0,0,0,6
2013-04-05,AT&T Park,St. Louis Cardinals,San Francisco Giants,28,3,0,0,0,3
2013-04-05,Rogers Centre,Toronto Blue Jays,Boston Red Sox,37,4,5,1,2,25
2013-04-05,Rogers Centre,Boston Red Sox,Toronto Blue Jays,41,7,3,0,2,21
2013-04-05,Great American Ball Park,Cincinnati Reds,Washington Nationals,42,10,3,0,6,40
2013-04-05,Great American Ball Park,Washington Nationals,Cincinnati Reds,31,2,3,0,0,8
2013-04-05,Tropicana Field,Tampa Bay Rays,Cleveland Indians,31,4,3,0,0,10
2013-04-05,Tropicana Field,Cleveland Indians,Tampa Bay Rays,28,1,1,0,0,3
2013-04-05,Citi Field,New York Mets,Miami Marlins,35,7,2,0,1,15
2013-04-05,Citi Field,Miami Marlins,New York Mets,37,6,4,0,1,18
2013-04-05,Turner Field,Atlanta Braves,Chicago Cubs,30,5,0,0,1,9
2013-04-05,Turner Field,Chicago Cubs,Atlanta Braves,29,3,1,0,1,9
2013-04-05,Minute Maid Park,Houston Astros,Oakland Athletics,36,5,4,0,0,13
2013-04-05,Minute Maid Park,Oakland Athletics,Houston Astros,36,7,2,0,1,15
2013-04-05,U.S. Cellular Field,Chicago White Sox,Seattle Mariners,40,7,1,0,2,17
2013-04-05,U.S. Cellular Field,Seattle Mariners,Chicago White Sox,38,6,4,1,1,21
2013-04-05,Miller Park,Milwaukee Brewers,Arizona Diamondbacks,31,6,0,0,1,10
2013-04-05,Miller Park,Arizona Diamondbacks,Milwaukee Brewers,30,3,3,0,0,9
2013-04-05,Dodger Stadium,Los Angeles Dodgers,Pittsburgh Pirates,30,3,3,0,1,13
2013-04-05,Dodger Stadium,Pittsburgh Pirates,Los Angeles Dodgers,28,2,0,0,0,2
2013-04-06,Rogers Centre,Toronto Blue Jays,Boston Red Sox,32,5,1,0,2,15
2013-04-06,Rogers Centre,Boston Red Sox,Toronto Blue Jays,28,1,1,0,0,3
2013-04-06,Great American Ball Park,Cincinnati Reds,Washington Nationals,45,8,3,1,1,21
2013-04-06,Great American Ball Park,Washington Nationals,Cincinnati Reds,42,3,2,0,5,27
2013-04-06,U.S. Cellular Field,Chicago White Sox,Seattle Mariners,28,3,1,1,1,12
2013-04-06,U.S. Cellular Field,Seattle Mariners,Chicago White Sox,33,4,1,0,1,10
2013-04-06,Citi Field,New York Mets,Miami Marlins,30,6,1,1,1,15
2013-04-06,Citi Field,Miami Marlins,New York Mets,36,11,0,0,0,11
2013-04-06,AT&T Park,San Francisco Giants,St. Louis Cardinals,33,4,1,0,2,14
2013-04-06,AT&T Park,St. Louis Cardinals,San Francisco Giants,35,11,0,0,0,11
2013-04-06,Rangers Ballpark in Arlington,Texas Rangers,Los Angeles Angels,36,3,2,1,3,22
2013-04-06,Rangers Ballpark in Arlington,Los Angeles Angels,Texas Rangers,35,5,3,0,4,27
2013-04-06,Comerica Park,Detroit Tigers,New York Yankees,37,14,3,0,0,20
2013-04-06,Comerica Park,New York Yankees,Detroit Tigers,31,2,2,1,1,13
2013-04-06,Oriole Park at Camden Yards,Baltimore Orioles,Minnesota Twins,37,9,2,0,0,13
2013-04-06,Oriole Park at Camden Yards,Minnesota Twins,Baltimore Orioles,33,7,1,0,1,13
2013-04-06,Citizens Bank Park,Philadelphia Phillies,Kansas City Royals,28,2,1,0,0,4
2013-04-06,Citizens Bank Park,Kansas City Royals,Philadelphia Phillies,31,3,3,0,0,9
2013-04-06,Minute Maid Park,Houston Astros,Oakland Athletics,34,7,0,0,1,11
2013-04-06,Minute Maid Park,Oakland Athletics,Houston Astros,38,7,1,0,3,21
2013-04-06,Tropicana Field,Tampa Bay Rays,Cleveland Indians,31,6,2,0,1,14
2013-04-06,Tropicana Field,Cleveland Indians,Tampa Bay Rays,30,5,0,0,0,5
2013-04-06,Turner Field,Atlanta Braves,Chicago Cubs,35,7,2,0,3,23
2013-04-06,Turner Field,Chicago Cubs,Atlanta Braves,41,9,2,0,2,21
2013-04-06,Miller Park,Milwaukee Brewers,Arizona Diamondbacks,34,8,2,0,0,12
2013-04-06,Miller Park,Arizona Diamondbacks,Milwaukee Brewers,43,11,2,0,3,27
2013-04-06,Coors Field,Colorado Rockies,San Diego Padres,30,7,0,0,1,11
2013-04-06,Coors Field,San Diego Padres,Colorado Rockies,34,3,5,0,0,13
2013-04-06,Dodger Stadium,Los Angeles Dodgers,Pittsburgh Pirates,30,7,1,0,0,9
2013-04-06,Dodger Stadium,Pittsburgh Pirates,Los Angeles Dodgers,27,2,0,0,0,2
2013-04-07,Rogers Centre,Toronto Blue Jays,Boston Red Sox,34,7,0,0,0,7
2013-04-07,Rogers Centre,Boston Red Sox,Toronto Blue Jays,41,5,4,0,6,37
2013-04-07,Comerica Park,Detroit Tigers,New York Yankees,35,8,0,0,0,8
2013-04-07,Comerica Park,New York Yankees,Detroit Tigers,38,9,3,0,1,19
2013-04-07,Great American Ball Park,Cincinnati Reds,Washington Nationals,37,10,1,0,0,12
2013-04-07,Great American Ball Park,Washington Nationals,Cincinnati Reds,34,3,4,0,1,15
2013-04-07,Citi Field,New York Mets,Miami Marlins,31,4,1,0,1,10
2013-04-07,Citi Field,Miami Marlins,New York Mets,36,9,4,0,0,17
2013-04-07,Oriole Park at Camden Yards,Baltimore Orioles,Minnesota Twins,32,5,1,0,1,11
2013-04-07,Oriole Park at Camden Yards,Minnesota Twins,Baltimore Orioles,27,3,1,0,0,5
2013-04-07,Citizens Bank Park,Philadelphia Phillies,Kansas City Royals,41,12,2,0,1,20
2013-04-07,Citizens Bank Park,Kansas City Royals,Philadelphia Phillies,37,8,4,0,1,20
2013-04-07,Turner Field,Atlanta Braves,Chicago Cubs,29,4,1,0,1,10
2013-04-07,Turner Field,Chicago Cubs,Atlanta Braves,33,4,1,0,0,6
2013-04-07,Tropicana Field,Tampa Bay Rays,Cleveland Indians,30,4,0,0,0,4
2013-04-07,Tropicana Field,Cleveland Indians,Tampa Bay Rays,43,6,6,0,5,38
2013-04-07,Minute Maid Park,Houston Astros,Oakland Athletics,33,5,0,1,0,8
2013-04-07,Minute Maid Park,Oakland Athletics,Houston Astros,36,6,2,0,3,22
2013-04-07,U.S. Cellular Field,Chicago White Sox,Seattle Mariners,33,1,1,0,3,15
2013-04-07,U.S. Cellular Field,Seattle Mariners,Chicago White Sox,37,2,3,0,2,16
2013-04-07,Miller Park,Milwaukee Brewers,Arizona Diamondbacks,47,12,3,0,1,22
2013-04-07,Miller Park,Arizona Diamondbacks,Milwaukee Brewers,43,9,3,0,2,23
2013-04-07,Dodger Stadium,Los Angeles Dodgers,Pittsburgh Pirates,31,8,2,0,1,16
2013-04-07,Dodger Stadium,Pittsburgh Pirates,Los Angeles Dodgers,31,3,0,0,1,7
2013-04-07,Coors Field,Colorado Rockies,San Diego Padres,36,8,4,1,2,27
2013-04-07,Coors Field,San Diego Padres,Colorado Rockies,34,7,2,0,0,11
2013-04-07,AT&T Park,San Francisco Giants,St. Louis Cardinals,35,6,3,1,0,15
2013-04-07,AT&T Park,St. Louis Cardinals,San Francisco Giants,41,12,2,1,0,19
2013-04-07,Rangers Ballpark in Arlington,Texas Rangers,Los Angeles Angels,30,4,1,0,3,18
2013-04-07,Rangers Ballpark in Arlington,Los Angeles Angels,Texas Rangers,35,8,2,0,0,12
2013-04-08,Fenway Park,Boston Red Sox,Baltimore Orioles,27,3,1,0,1,9
2013-04-08,Fenway Park,Baltimore Orioles,Boston Red Sox,31,3,1,0,1,9
2013-04-08,Wrigley Field,Chicago Cubs,Milwaukee Brewers,37,5,2,1,1,16
2013-04-08,Wrigley Field,Milwaukee Brewers,Chicago Cubs,37,6,6,0,0,18
2013-04-08,Progressive Field,Cleveland Indians,New York Yankees,33,5,2,1,1,16
2013-04-08,Progressive Field,New York Yankees,Cleveland Indians,38,8,2,0,3,24
2013-04-08,Kauffman Stadium,Kansas City Royals,Minnesota Twins,29,7,2,0,0,11
2013-04-08,Kauffman Stadium,Minnesota Twins,Kansas City Royals,32,8,0,0,0,8
2013-04-08,Busch Stadium,St. Louis Cardinals,Cincinnati Reds,32,3,1,0,0,5
2013-04-08,Busch Stadium,Cincinnati Reds,St. Louis Cardinals,42,9,4,0,1,21
2013-04-08,Citizens Bank Park,Philadelphia Phillies,New York Mets,30,2,2,0,0,6
2013-04-08,Citizens Bank Park,New York Mets,Philadelphia Phillies,36,4,4,0,1,16
2013-04-08,Marlins Park,Miami Marlins,Atlanta Braves,29,2,0,0,0,2
2013-04-08,Marlins Park,Atlanta Braves,Miami Marlins,36,8,1,0,1,14
2013-04-08,Rangers Ballpark in Arlington,Texas Rangers,Tampa Bay Rays,30,5,1,0,2,15
2013-04-08,Rangers Ballpark in Arlington,Tampa Bay Rays,Texas Rangers,34,7,0,0,0,7
2013-04-08,Chase Field,Arizona Diamondbacks,Pittsburgh Pirates,32,5,1,0,0,7
2013-04-08,Chase Field,Pittsburgh Pirates,Arizona Diamondbacks,30,2,1,1,1,11
2013-04-08,Safeco Field,Seattle Mariners,Houston Astros,29,4,1,0,0,6
2013-04-08,Safeco Field,Houston Astros,Seattle Mariners,33,7,0,0,0,7
2013-04-08,AT&T Park,San Francisco Giants,Colorado Rockies,29,6,1,0,1,12
2013-04-08,AT&T Park,Colorado Rockies,San Francisco Giants,30,4,1,0,1,10
2013-04-09,Comerica Park,Detroit Tigers,Toronto Blue Jays,39,10,3,0,2,24
2013-04-09,Comerica Park,Toronto Blue Jays,Detroit Tigers,35,5,1,1,1,14
2013-04-09,Petco Park,San Diego Padres,Los Angeles Dodgers,32,6,2,1,2,21
2013-04-09,Petco Park,Los Angeles Dodgers,San Diego Padres,33,8,1,0,1,14
2013-04-09,Citizens Bank Park,Philadelphia Phillies,New York Mets,35,5,2,1,3,24
2013-04-09,Citizens Bank Park,New York Mets,Philadelphia Phillies,35,5,1,1,1,14
2013-04-09,Nationals Park,Washington Nationals,Chicago White Sox,32,8,1,0,4,26
2013-04-09,Nationals Park,Chicago White Sox,Washington Nationals,36,7,2,0,2,19
2013-04-09,Progressive Field,Cleveland Indians,New York Yankees,33,4,2,0,1,12
2013-04-09,Progressive Field,New York Yankees,Cleveland Indians,45,7,6,0,5,39
2013-04-09,Marlins Park,Miami Marlins,Atlanta Braves,29,3,1,0,0,5
2013-04-09,Marlins Park,Atlanta Braves,Miami Marlins,35,4,3,0,1,14
2013-04-09,Rangers Ballpark in Arlington,Texas Rangers,Tampa Bay Rays,33,9,1,0,0,11
2013-04-09,Rangers Ballpark in Arlington,Tampa Bay Rays,Texas Rangers,30,2,2,0,0,6
2013-04-09,Wrigley Field,Chicago Cubs,Milwaukee Brewers,32,6,3,0,0,12
2013-04-09,Wrigley Field,Milwaukee Brewers,Chicago Cubs,37,6,2,1,0,13
2013-04-09,Kauffman Stadium,Kansas City Royals,Minnesota Twins,36,8,4,1,0,19
2013-04-09,Kauffman Stadium,Minnesota Twins,Kansas City Royals,35,4,1,0,3,18
2013-04-09,Busch Stadium,St. Louis Cardinals,Cincinnati Reds,32,5,3,0,1,15
2013-04-09,Busch Stadium,Cincinnati Reds,St. Louis Cardinals,30,5,0,0,0,5
2013-04-09,Chase Field,Arizona Diamondbacks,Pittsburgh Pirates,30,2,3,0,1,12
2013-04-09,Chase Field,Pittsburgh Pirates,Arizona Diamondbacks,37,8,3,0,0,14
2013-04-09,Angel Stadium of Anaheim,Los Angeles Angels,Oakland Athletics,37,11,0,2,0,17
2013-04-09,Angel Stadium of Anaheim,Oakland Athletics,Los Angeles Angels,38,9,0,0,3,21
2013-04-09,Safeco Field,Seattle Mariners,Houston Astros,36,6,1,0,3,20
2013-04-09,Safeco Field,Houston Astros,Seattle Mariners,47,14,3,0,5,40
2013-04-09,AT&T Park,San Francisco Giants,Colorado Rockies,35,12,1,0,1,18
2013-04-09,AT&T Park,Colorado Rockies,San Francisco Giants,31,2,1,0,1,8
2013-04-10,Comerica Park,Detroit Tigers,Toronto Blue Jays,38,10,1,0,0,12
2013-04-10,Comerica Park,Toronto Blue Jays,Detroit Tigers,38,7,5,0,0,17
2013-04-10,Busch Stadium,St. Louis Cardinals,Cincinnati Reds,36,6,4,0,4,30
2013-04-10,Busch Stadium,Cincinnati Reds,St. Louis Cardinals,29,4,1,0,0,6
2013-04-10,Rangers Ballpark in Arlington,Texas Rangers,Tampa Bay Rays,29,4,1,0,0,6
2013-04-10,Rangers Ballpark in Arlington,Tampa Bay Rays,Texas Rangers,31,4,2,0,0,8
2013-04-10,Chase Field,Arizona Diamondbacks,Pittsburgh Pirates,32,6,2,0,2,18
2013-04-10,Chase Field,Pittsburgh Pirates,Arizona Diamondbacks,32,3,2,0,0,7
2013-04-10,AT&T Park,San Francisco Giants,Colorado Rockies,40,10,5,1,0,23
2013-04-10,AT&T Park,Colorado Rockies,San Francisco Giants,33,4,3,0,0,10
2013-04-10,Citizens Bank Park,Philadelphia Phillies,New York Mets,33,5,2,0,3,21
2013-04-10,Citizens Bank Park,New York Mets,Philadelphia Phillies,35,6,2,0,3,22
2013-04-10,Nationals Park,Washington Nationals,Chicago White Sox,31,6,3,1,1,19
2013-04-10,Nationals Park,Chicago White Sox,Washington Nationals,34,7,2,0,0,11
2013-04-10,Fenway Park,Boston Red Sox,Baltimore Orioles,30,0,2,1,2,15
2013-04-10,Fenway Park,Baltimore Orioles,Boston Red Sox,34,3,0,0,3,15
2013-04-10,Marlins Park,Miami Marlins,Atlanta Braves,33,5,2,0,0,9
2013-04-10,Marlins Park,Atlanta Braves,Miami Marlins,37,10,1,0,2,20
2013-04-10,Kauffman Stadium,Kansas City Royals,Minnesota Twins,33,6,1,0,2,16
2013-04-10,Kauffman Stadium,Minnesota Twins,Kansas City Royals,35,5,1,1,0,10
2013-04-10,Angel Stadium of Anaheim,Los Angeles Angels,Oakland Athletics,40,10,4,0,0,18
2013-04-10,Angel Stadium of Anaheim,Oakland Athletics,Los Angeles Angels,44,10,4,1,1,25
2013-04-10,Petco Park,San Diego Padres,Los Angeles Dodgers,36,9,2,0,0,13
2013-04-10,Petco Park,Los Angeles Dodgers,San Diego Padres,38,10,0,1,2,21
2013-04-10,Safeco Field,Seattle Mariners,Houston Astros,31,2,2,0,2,14
2013-04-10,Safeco Field,Houston Astros,Seattle Mariners,40,7,6,0,3,31
2013-05-13,Progressive Field,Cleveland Indians,New York Yankees,27,2,2,0,1,10
2013-05-13,Progressive Field,New York Yankees,Cleveland Indians,30,4,0,0,0,4
2013-07-30,Wrigley Field,Chicago Cubs,Milwaukee Brewers,40,11,1,0,0,13
2013-07-30,Wrigley Field,Milwaukee Brewers,Chicago Cubs,35,5,2,0,3,21
2013-04-11,Comerica Park,Detroit Tigers,Toronto Blue Jays,37,14,1,1,0,19
2013-04-11,Comerica Park,Toronto Blue Jays,Detroit Tigers,33,8,1,0,0,10
2013-04-11,Wrigley Field,Chicago Cubs,San Francisco Giants,38,7,4,0,1,19
2013-04-11,Wrigley Field,San Francisco Giants,Chicago Cubs,35,8,1,0,0,10
2013-04-11,Nationals Park,Washington Nationals,Chicago White Sox,31,8,2,0,0,12
2013-04-11,Nationals Park,Chicago White Sox,Washington Nationals,40,8,5,0,0,18
2013-04-11,Fenway Park,Boston Red Sox,Baltimore Orioles,35,8,0,0,0,8
2013-04-11,Fenway Park,Baltimore Orioles,Boston Red Sox,34,6,2,0,1,14
